907,842,1917,0,14.5063,20889
625,916,2017,1,15.2019,21890
1047,737,2057,2,15.4801,22291
766,793,1987,3,14.9932,21590
1032,728,1897,4,14.3672,20688
1083,625,1517,5,11.7239,16882
1158,587,1607,6,12.3499,17783
925,553,1307,7,10.2631,14778
661,683,1787,8,13.602,19586
795,403,1657,9,12.6977,18284
1107,326,1817,10,13.8107,19887
1008,302,1807,11,13.7411,19787
889,275,1387,12,10.8196,15580
1153,406,997,13,8.10674,11673
531,389,2037,14,15.341,22091
774,338,1337,15,10.4718,15079
978,280,1597,16,12.2803,17683
996,290,1317,17,10.3327,14879
964,268,1247,18,9.84574,14177
841,164,1557,19,12.0021,17283
1396,441,1507,20,11.6543,16782
535,505,1117,21,8.94146,12875
